Month,Age,Occupation,Annual_Income,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Customer_ID_Number,Binary_credit_mix,Credit_History_Age_by_year,No Loan,Auto Loan,Credit-Builder Loan,Debt Consolidation Loan,Home Equity Loan,Mortgage Loan,Not Specified,Payday Loan,Personal Loan,Student Loan
2,32.0,8.0,20558.68,10,7,25,5.0,25,18.0,9.25,12.0,2079.91,29.85,2,85.09,239.2,6,155.64,10116,0,16.0,0,1,1,0,0,1,0,0,0,1
1,25.0,12.0,73446.68,3,7,10,1.0,9,3.0,10.01,3.0,685.36,36.97,1,32.02,442.0,5,416.13,9979,1,30.0,0,0,0,0,0,0,0,1,0,0
1,32.0,8.0,106949.49,3,5,1,0.0,22,9.0,10.04,1.0,869.45,29.42,1,0.0,0.0,2,1011.33,8305,1,16.0,1,0,0,0,0,0,0,0,0,0
3,27.0,3.0,24390.29,3,6,3,3.0,23,15.0,4.7,7.0,523.63,30.07,1,37.76,71.0,2,317.49,7854,1,33.0,0,0,0,0,0,0,1,1,0,1
2,21.0,4.0,118386.4,4,6,1,0.0,8,3.0,10.71,4.0,0.77,24.98,0,0.0,759.92,5,532.74,4289,1,26.0,1,0,0,0,0,0,0,0,0,0
1,33.0,9.0,35491.29,3,3,12,3.0,18,11.0,1.51,3.0,359.63,34.3,1,63.73,134.83,6,379.8,11104,0,28.0,0,0,0,0,0,1,0,1,0,0
2,21.0,15.0,21156.88,5,6,13,0.0,32,9.0,11.12,5.0,386.38,25.06,2,0.0,,6,271.99,2642,0,16.0,1,0,0,0,0,0,0,0,0,0
2,52.0,13.0,173994.28,0,4,5,3.0,8,7.0,11.04,7.0,714.69,43.1,1,242.11,443.38,5,1054.16,11073,1,15.0,0,0,1,0,0,0,1,0,0,0
3,43.0,1.0,48948.57,5,7,9,6.0,13,11.0,14.14,1808.0,2414.79,37.18,2,157.78,0.0,5,361.88,9429,0,15.0,0,1,0,0,0,0,0,1,1,1
4,21.0,12.0,128275.84,8,6,17,0.0,7,13.0,2.87,3.0,1171.85,39.58,1,0.0,75.34,1,1203.72,5350,0,17.0,1,0,0,0,0,0,0,0,0,0
3,22.0,8.0,81418.74,1,4,10,2.0,9,3.0,8.46,5.0,1369.02,33.81,1,121.38,372.63,5,492.58,9046,1,21.0,0,0,0,0,1,0,1,0,0,0
2,41.0,6.0,87481.62,0,4,3,1.0,15,6.0,1.45,6.0,214.43,40.14,1,55.65,315.04,3,591.52,921,1,24.0,0,0,1,0,0,0,0,0,0,0
4,36.0,10.0,20503.21,8,9,21,9.0,40,0.0,6.24,16.0,4735.55,23.9,2,125.28,59.42,4,228.37,9508,0,13.0,0,1,0,1,1,0,1,1,0,0
1,25.0,6.0,40857.12,10,7,33,6.0,20,24.0,12.53,6.0,1567.41,29.68,2,106.15,316.75,5,201.78,10953,0,10.0,0,0,1,0,1,0,0,0,1,1
4,25.0,3.0,16921.67,9,10,32,2.0,54,12.0,18.94,16.0,2229.59,29.46,2,25.16,103.4,5,297.05,6505,0,7.0,0,1,0,0,0,1,0,0,0,0
1,42.0,1.0,60218.28,7,6,32,7.0,35,19.0,31.2,9.0,4982.57,30.36,2,230.63,70.4,1,468.29,9888,0,1.0,0,0,1,1,1,1,1,0,0,0
1,29.0,8.0,24613.73,8,3,11,3.0,14,10.0,14.18,4.0,637.25,29.02,1,56.5,,2,334.6,4945,1,25.0,0,0,0,0,0,1,0,0,0,1
3,44.0,10.0,33990.85,5,4,2,0.0,15,12.0,7.59,0.0,1439.4,27.98,1,0.0,52.6,2,454.36,10707,1,31.0,1,0,0,0,0,0,0,0,0,0
3,34.0,9.0,40924.81,3,5,4,3.0,5,-1.0,8.68,1.0,1204.84,32.37,1,68.38,213.54,6,355.02,9480,1,27.0,0,0,1,1,0,0,0,0,0,1
3,42.0,9.0,119402.64,8,7,19,3.0,2,13.0,-0.61,7.0,766.15,25.57,0,176.16,1003.41,6,78.35,7048,0,29.0,0,0,1,0,0,1,0,0,1,0
1,53.0,14.0,79370.76,8,3,19,3.0,16,16.0,9.59,7.0,715.18,31.93,1,115.49,635.97,5,213.47,4196,0,30.0,0,0,1,0,1,0,0,0,0,0
4,32.0,6.0,17443.94,10,10,21,5.0,42,19.0,21.69,10.0,2816.57,34.16,2,55.67,118.17,6,287.62,7991,0,11.0,0,0,1,0,1,0,0,0,1,1
1,47.0,7.0,30789.41,5,4,4,0.0,10,5.0,5.0,4.0,529.7,24.93,1,209.16,19.29,1,491.49,7503,1,32.0,1,0,0,0,0,0,0,0,0,0
1,42.0,4.0,38239.44,0,3,2,1.0,10,11.0,8.95,5.0,1156.81,25.65,1,20.2,278.48,6,339.88,9438,1,23.0,0,0,0,0,0,0,0,0,0,1
4,42.0,9.0,18157.03,5,5,20,4.0,9,13.0,3.2,5.0,762.58,33.07,1,33.43,163.96,6,273.92,1836,0,26.0,0,0,0,0,0,0,1,0,1,1
3,18.0,2.0,9122.94,7,5,29,8.0,40,20.0,28.55,16.0,4167.46,31.11,0,58.78,30.44,6,286.52,12168,0,2.0,0,1,1,0,0,1,1,1,0,0
1,42.0,7.0,20170.75,10,5,25,2.0,50,11.0,10.14,10.0,1854.76,33.29,2,20.95,195.37,6,266.77,10721,0,6.0,0,0,1,0,0,0,0,1,0,0
3,43.0,11.0,73910.61,3,7,12,0.0,28,18.0,6.18,3.0,1469.17,39.04,2,0.0,154.38,2,695.14,2588,0,19.0,1,0,0,0,0,0,0,0,0,0
3,49.0,8.0,93790.65,0,7,10,4.0,2,5.0,1.84,7.0,78.41,38.45,1,183.21,156.52,1,664.75,7524,1,18.0,0,1,0,0,0,0,0,1,0,0
3,19.0,5.0,118042.88,6,3,9,1.0,29,10.0,-4.91,4.0,1476.36,28.91,2,56.1,291.95,4,904.34,5947,0,18.0,0,0,0,1,0,0,0,0,0,0
1,30.0,11.0,19605.79,9,7,21,8.0,28,16.0,28.7,14.0,4679.67,24.21,2,94.52,86.78,6,292.69,11695,0,6.0,0,0,1,1,1,1,0,0,1,0
4,23.0,10.0,15116.91,5,2,10,6.0,7,13.0,12.84,9.0,391.93,31.16,2,75.33,57.26,3,227.99,3825,0,16.0,0,1,1,0,1,1,1,0,0,1
4,39.0,1.0,23026.48,6,6,7,4.0,5,19.0,9.66,2.0,328.81,37.24,0,68.5,29.87,2,330.61,9490,1,32.0,0,1,0,0,1,0,0,1,1,0
3,31.0,7.0,15201.0,0,4,8,2.0,12,6.0,4.12,5.0,1078.95,29.91,1,23.34,101.63,4,290.8,1544,1,28.0,0,0,1,1,0,0,0,0,0,0
2,41.0,1.0,28637.08,3,7,425,3.0,7,12.0,10.91,4.0,967.75,31.13,1,67.84,76.2,4,342.69,6613,1,29.0,0,0,0,1,0,1,0,0,0,1
1,40.0,4.0,26411.81,5,6,6,4.0,23,15.0,11.78,6.0,1223.3,24.58,1,140.61,130.3,4,276.23,2156,1,29.0,0,0,0,1,0,1,0,1,0,0
2,28.0,14.0,55916.52,8,258,5,4.0,18,14.0,2.23,2.0,1069.61,25.02,2,103.07,372.54,6,274.16,1079,0,27.0,0,1,0,0,0,1,0,0,0,1
3,39.0,7.0,104455.02,4,4,8,3.0,12,4.0,3.94,1218.0,1222.3,25.18,1,215.11,327.64,2,596.51,9060,1,28.0,0,1,0,1,0,0,0,1,0,0
3,38.0,5.0,34433.18,5,4,19,2.0,9,10.0,17.99,14.0,1683.88,25.07,2,36.29,245.05,4,255.8,9871,0,20.0,0,0,0,1,0,0,0,0,1,0
3,43.0,14.0,14188.48,9,10,22,7.0,30,15.0,4.53,12.0,1315.32,29.35,2,46.83,50.23,5,314.18,4231,0,20.0,0,0,1,1,0,1,0,0,1,0
2,47.0,12.0,11162.02,8,7,17,4.0,26,10.0,5.61,7.0,1235.11,23.8,0,30.5,73.14,5,250.68,720,0,24.0,0,0,1,1,0,1,0,0,1,0
4,24.0,13.0,15160.61,3,3,7,4.0,14,6.0,5.89,8.0,1168.42,31.94,1,37.42,93.89,6,292.23,11534,1,32.0,0,1,1,0,0,0,0,0,1,0
2,48.0,13.0,58210.38,2,5,3,4.0,8,14.0,8.47,5.0,311.9,25.92,1,534.09,98.87,1,474.09,8803,1,21.0,0,0,0,1,0,0,0,0,1,0
2,53.0,10.0,141262.48,3,6,5,2.0,0,1.0,3.02,2.0,823.57,27.73,1,1614.86,269.37,1,933.54,8439,1,29.0,0,1,0,0,0,0,0,0,0,1
2,40.0,5.0,82134.44,10,5,24,9.0,41,19.0,4.55,15.0,1332.6,24.56,2,317.44,862.73,6,,7179,0,19.0,0,0,1,1,1,1,1,0,1,0
4,42.0,7.0,17561.27,5,4,20,6.0,27,18.0,10.87,10.0,2622.44,38.07,0,83.41,0.0,4,216.11,9712,0,11.0,0,0,0,1,1,1,0,1,1,0
4,20.0,9.0,32128.47,3,4,11,4.0,14,13.0,3.13,4.0,1178.78,38.86,1,8844.0,172.89,6,262.34,9292,1,17.0,0,1,1,0,0,0,0,1,1,0
3,36.0,7.0,125264.96,5,4,3,0.0,27,8.0,5.53,2.0,950.59,40.23,1,0.0,437.97,2,852.5,6286,1,25.0,1,0,0,0,0,0,0,0,0,0
3,48.0,5.0,38533.76,4,3,1,0.0,15,11.0,1.19,8.0,431.41,28.62,1,0.0,98.87,2,492.34,10911,1,30.0,1,0,0,0,0,0,0,0,0,0
1,42.0,2.0,101029.59,3,5,9,3.0,30,15.0,10.02,5.0,267.98,26.28,2,192.9,1111.32,6,,2627,0,14.0,0,1,0,0,0,0,1,0,0,0
2,19.0,5.0,15479.34,6,9,33,6.0,24,24.0,27.12,9.0,3106.09,36.37,2,47.72,79.77,5,266.91,727,0,2.0,0,0,1,1,0,1,1,0,1,0
3,27.0,13.0,19543.05,8,6,16,5.0,19,16.0,28.91,9.0,3087.45,32.03,2,71.22,28.7,1,304.14,11322,0,14.0,0,0,0,0,1,1,1,1,0,1
2,54.0,3.0,116058.44,7,3,18,2.0,9,12.0,15.2,8.0,244.28,26.58,1,100.31,835.48,5,294.56,9142,0,17.0,0,0,1,0,1,0,0,0,0,0
3,26.0,1.0,8137.62,8,6,34,8.0,35,21.0,15.53,6.0,3938.7,23.09,2,53.34,66.99,5,227.68,11718,0,2.0,0,0,0,1,1,1,1,0,1,0
2,22.0,3.0,16472.87,7,5,32,9.0,20,17.0,9.65,12.0,2140.96,41.29,2,66.72,97.07,6,281.68,2220,0,19.0,0,1,0,1,1,1,0,1,1,1
1,20.0,11.0,22558.95,4,5,11,4.0,6,15.0,17.74,5.0,141.14,25.76,2,64.3,27.75,1,347.14,3143,0,31.0,0,1,0,0,0,1,0,0,1,1
4,42.0,11.0,10183.02,7,5,17,5.0,48,21.0,7.97,8.0,1672.43,33.72,2,37.59,66.98,6,292.89,22,0,11.0,0,0,1,0,0,1,0,0,0,1
4,39.0,9.0,24709.33,5,5,6,3.0,27,11.0,7.0,5.0,413.18,36.23,1,196.03,26.54,2,388.68,9951,1,18.0,0,0,0,1,0,0,0,0,1,1
4,18.0,2.0,14217.52,6,10,32,9.0,36,18.0,19.19,13.0,3306.24,24.86,2,79.79,122.45,4,216.04,1645,0,3.0,0,0,1,0,1,1,1,1,1,1
1,50.0,7.0,111674.25,2,6,1,4.0,28,-2.0,10.24,8.0,135.2,37.11,1,233.82,525.11,4,432.29,2141,1,31.0,0,0,0,0,1,1,1,0,1,0
4,23.0,13.0,38535.5,7,9,32,2.0,36,20.0,5.96,10.0,2137.77,25.65,2,256.37,0.0,1,504.8,5592,0,6.0,0,0,1,0,0,0,0,0,0,1
3,30.0,3.0,31632.32,2,3,9,3.0,1,9.0,3.7,6.0,73.75,26.88,1,59.02,94.33,3,348.75,2788,1,33.0,0,0,0,0,0,1,0,1,0,0
3,34.0,1.0,122332.04,1,1,8,0.0,8,8.0,7.41,7.0,605.35,32.88,1,1091.01,1051.5,5,259.53,9013,1,18.0,1,0,0,0,0,0,0,0,0,0
3,21.0,1.0,102596.64,4,5,8,0.0,19,2.0,5.61,4.0,1033.59,33.97,0,0.0,,4,633.82,320,1,21.0,1,0,0,0,0,0,0,0,0,0
2,18.0,13.0,14291.24,6,10,32,6.0,23,0.0,2.66,10.0,2527.84,26.62,2,68.47,158.33,6,192.39,4307,0,17.0,0,0,0,0,0,0,1,1,1,1
2,30.0,14.0,100505.49,7,6,17,3.0,26,17.0,6.85,2.0,1309.0,32.95,1,165.51,191.18,2,747.15,9007,0,32.0,0,0,0,0,0,1,0,0,1,1
2,29.0,13.0,65929.12,6,5,18,2.0,8,9.0,17.76,12.0,1329.17,30.68,2,64.92,51.28,1,688.72,6981,0,20.0,0,1,0,0,0,0,0,1,0,0
1,43.0,10.0,59426.92,6,5,24,9.0,33,19.0,18.06,15.0,4489.87,27.75,2,643.47,294.37,3,167.44,11195,0,10.0,0,0,1,0,1,0,1,1,1,1
1,27.0,14.0,14810.54,6,7,2,1.0,16,18.0,8.03,4.0,931.16,37.62,1,9.43,40.81,6,347.28,3097,1,26.0,0,0,0,1,0,0,0,0,0,0
2,35.0,1.0,132082.17,3,4,12,3.0,4,7.0,-0.41,7.0,1191.15,41.34,1,207.06,647.9,5,542.53,7482,1,19.0,0,1,0,0,1,0,1,0,0,0
3,33.0,7.0,89239.35,0,4,11,0.0,6,1.0,5.74,6.0,590.29,28.81,0,0.0,498.36,6,559.7,973,1,23.0,1,0,0,0,0,0,0,0,0,0
2,30.0,3.0,31135.37,3,5,9,0.0,24,6.0,4.52,2.0,1112.57,37.36,1,0.0,174.32,4,345.74,2956,1,28.0,1,0,0,0,0,0,0,0,0,0
4,26.0,12.0,38480.95,5,3,2,0.0,11,7.0,6.81,4.0,1208.71,28.45,1,0.0,150.44,6,430.84,11220,1,21.0,1,0,0,0,0,0,0,0,0,0
2,27.0,15.0,121274.24,2,7,10,2.0,10,10.0,8.22,6.0,844.6,28.92,1,167.43,482.88,3,598.41,12339,1,27.0,0,1,0,0,0,0,1,0,0,0
3,39.0,6.0,9415.2,8,10,33,6.0,47,22.0,24.44,14.0,3383.54,29.54,2,23.8,55.53,6,264.84,2081,0,5.0,0,1,0,0,0,1,1,0,0,1
2,29.0,8.0,20790.08,2,7,12,4.0,4,8.0,5.01,5.0,695.85,32.37,1,50.34,0.0,1,377.18,1179,1,23.0,0,0,0,0,0,1,0,1,1,0
4,34.0,11.0,14629.52,1,4,615,1.0,9,8.0,5.69,8.0,493.52,29.07,1,10.16,152.51,6,258.25,9606,1,22.0,0,0,0,1,0,0,0,0,0,0
3,20.0,11.0,101771.67,5,6,12,7.0,18,9.0,19.25,11.0,1059.76,39.79,2,378.55,115.02,1,571.03,12077,0,8.0,0,0,1,1,0,0,1,1,0,1
2,29.0,1.0,19852.32,7,8,29,6.0,40,17.0,1.98,8.0,2625.27,32.24,0,52.93,191.24,6,187.16,8188,0,16.0,0,1,1,1,0,0,0,1,1,0
4,24.0,13.0,19114.12,3,4,3,4.0,4,5.0,11.27,4.0,809.98,32.43,1,49.57,39.08,2,343.83,1,1,23.0,0,1,1,0,1,0,0,0,1,0
2,40.0,13.0,20078.47,10,10,31,8.0,45,19.0,22.27,13.0,4545.35,38.2,2,120.33,192.75,6,121.64,9287,0,14.0,0,1,1,1,1,0,0,0,1,1
2,38.0,12.0,57449.79,8,8,26,6.0,62,22.0,1.64,14.0,3990.44,36.93,2,278.9,219.86,3,251.98,3945,0,7.0,0,1,1,0,1,0,0,1,0,0
3,23.0,10.0,15116.91,5,2,10,6.0,7,16.0,10.84,9.0,391.93,40.09,2,75.33,78.02,6,237.22,3825,0,16.0,0,1,1,0,1,1,1,0,0,1
2,28.0,7.0,18247.18,10,5,29,5.0,26,22.0,16.53,10.0,2536.58,36.96,2,40.76,99.28,6,289.61,11294,0,3.0,0,0,1,0,1,1,0,0,0,0
3,27.0,8.0,56580.63,6,5,23,2.0,22,9.0,14.98,12.0,1784.38,23.46,2,92.74,218.75,5,434.51,8070,0,6.0,0,1,0,0,0,0,0,0,1,0
3,20.0,13.0,52797.3,10,6,33,5.0,60,21.0,19.9,8.0,2563.97,23.25,2,209.93,0.0,3,216.54,10773,0,7.0,0,0,0,1,0,0,1,0,1,1
1,18.0,7.0,7471.91,8,8,18,6.0,38,18.0,18.95,8.0,1814.13,31.85,2,18.69,0.0,6,266.63,6994,0,19.0,0,0,0,0,1,1,1,1,1,0
3,25.0,9.0,61016.88,4,3,3,1.0,5,9.0,17.01,6.0,988.23,33.88,1,49.72,434.2,5,305.15,7116,1,32.0,0,0,0,0,0,0,0,0,1,0
1,19.0,14.0,19852.64,5,4,18,2.0,27,11.0,18.92,11.0,1355.63,36.46,2,141.66,51.38,2,358.99,11019,0,16.0,0,0,0,0,0,0,0,0,1,1
1,41.0,14.0,40740.44,4,3,10,6.0,29,10.0,14.68,10.0,247.04,24.53,2,144.41,208.1,6,270.59,7049,0,18.0,0,0,1,0,1,0,1,1,0,0
2,38.0,9.0,20651.43,10,5,22,4.0,23,20.0,7.98,16.0,2037.64,36.98,0,46.77,47.21,3,327.11,780,0,13.0,0,1,0,0,0,0,0,1,0,1
4,34.0,10.0,102447.39,5,4,4,0.0,7,9.0,7.54,5.0,190.48,28.29,1,0.0,364.9,4,739.83,3269,1,33.0,1,0,0,0,0,0,0,0,0,0
2,45.0,8.0,16060.68,6,7,7,3.0,18,14.0,9.79,8.0,57.82,36.85,2,196.57,196.31,6,216.48,1758,0,18.0,0,0,0,1,0,1,0,0,0,0
1,40.0,13.0,20078.47,10,10,31,8.0,45,0.0,22.27,13.0,4545.35,36.83,2,120.33,71.35,6,243.03,9287,0,13.0,0,1,1,1,1,0,0,0,1,1
4,37.0,8.0,17678.47,6,6,29,4.0,27,17.0,12.09,12.0,2440.65,36.81,2,31.32,51.9,6,326.2,5023,0,10.0,0,1,0,0,1,0,0,0,1,0
4,39.0,8.0,14450.43,9,6,21,9.0,39,17.0,23.96,9.0,3252.14,37.75,2,72.81,91.57,6,241.13,4079,0,9.0,0,1,0,1,1,1,0,1,1,1
2,23.0,4.0,29146.6,4,3,12,2.0,7,9.0,2.79,7.0,179.48,37.14,1,26.24,74.05,3,415.89,5858,1,18.0,0,0,0,0,0,0,0,1,0,0
4,49.0,6.0,20787.69,8,6,14,3.0,22,14.0,1.13,5.0,614.6,35.33,1,42.22,106.33,6,341.38,26,0,18.0,0,0,1,0,1,0,0,0,0,0
1,53.0,7.0,36849.91,4,6,4,3.0,3,0.0,8.57,4.0,660.89,31.39,1,68.45,401.88,6,155.25,5836,1,25.0,0,0,0,0,1,1,0,0,0,1
3,22.0,6.0,88463.25,5,3,6,6.0,17,9.0,11.66,6.0,827.79,33.25,2,243.36,798.88,6,8.76,2550,0,7.0,0,1,0,1,0,0,0,1,1,1
2,28.0,3.0,57107.12,8,5,30,3.0,19,11.0,11.71,12.0,1870.02,25.81,2,136.04,385.43,6,214.82,9624,0,16.0,0,1,0,0,1,1,0,0,0,0
2,31.0,14.0,29661.88,4,7,8,0.0,9,0.0,6.39,2.0,80.25,39.89,0,0.0,126.09,4,387.5,10395,1,25.0,1,0,0,0,0,0,0,0,0,0
4,52.0,12.0,78261.62,1,1,6,3.0,3,4.0,7.66,8.0,431.77,35.12,1,111.16,292.41,4,503.82,10296,1,27.0,0,0,0,0,0,1,0,1,1,0
2,34.0,5.0,112812.24,0,5,2,0.0,10,9.0,1.19,4.0,506.96,39.29,1,0.0,200.95,2,990.75,7439,1,29.0,1,0,0,0,0,0,0,0,0,0
4,38.0,5.0,42904.26,0,4,6,0.0,10,0.0,4.62,1.0,205.79,30.08,1,0.0,95.6,3,547.73,12006,1,16.0,1,0,0,0,0,0,0,0,0,0
3,43.0,1.0,52395.84,6,3,6,4.0,20,18.0,11.46,6.0,774.35,32.64,1,108.54,351.19,4,238.1,11351,0,31.0,0,0,1,0,0,0,0,1,1,1
1,48.0,2.0,43787.09,1,3,1,0.0,10,6.0,6.75,2.0,615.05,33.42,1,0.0,73.14,2,514.25,3798,1,18.0,1,0,0,0,0,0,0,0,0,0
4,30.0,1.0,83037.36,8,9,19,6.0,21,18.0,7.46,10.0,1446.74,33.23,2,263.27,116.66,2,536.45,1394,0,9.0,0,1,0,1,1,1,1,0,0,0
2,20.0,2.0,104509.53,8,7,5,3.0,26,15.0,17.31,11.0,781.83,35.89,2,1232.01,0.0,6,414.7,8694,0,28.0,0,0,1,0,1,0,1,0,0,0
3,23.0,4.0,117342.92,6,6,17,1.0,5,19.0,12.27,8.0,764.82,38.51,2,74.13,365.78,5,839.74,10509,0,26.0,0,0,1,0,0,0,0,0,0,0
1,27.0,10.0,18228.54,0,3,2,4.0,3,0.0,7.35,4.0,157.78,29.3,1,54.01,26.99,1,299.21,10737,1,21.0,0,1,0,1,0,0,1,0,0,0
2,24.0,2.0,11834.64,5,7,10,2.0,26,14.0,15.62,10.0,1095.9,28.02,2,11.09,0.0,6,274.48,12481,0,14.0,0,0,1,0,0,0,0,1,0,0
1,46.0,2.0,18124.18,6,5,11,3.0,4,13.0,6.87,4.0,335.05,25.7,1,17656.0,160.1,6,266.25,8325,1,25.0,0,0,1,0,0,0,0,0,0,0
4,44.0,2.0,34636.64,3,1,9,4.0,2,9.0,11.8,4.0,644.87,32.31,1,347.16,88.98,2,371.24,10786,1,24.0,0,0,1,1,0,0,0,1,0,0
1,25.0,7.0,16066.29,6,5,8,2.0,27,0.0,5.66,1.0,78.69,24.8,1,23.32,80.06,5,292.1,6390,1,32.0,0,0,0,0,0,1,0,1,0,0
4,43.0,10.0,68144.8,10,8,19,9.0,33,21.0,27.3,13.0,3320.25,26.21,0,257.89,305.08,3,270.9,11679,0,9.0,0,0,1,1,1,0,1,0,1,1
3,40.0,13.0,11100.59,6,5,13,4.0,11,19.0,6.67,5.0,465.87,34.32,0,23.38,,3,271.48,5160,0,19.0,0,0,1,0,1,0,1,0,1,0
4,24.0,3.0,8805.96,6,5,19,4.0,18,12.0,13.04,10.0,584.78,35.52,2,67.23,45.76,6,273.25,2497,0,10.0,0,0,1,0,0,0,1,0,0,1
2,52.0,9.0,49497.34,8,4,8,4.0,16,15.0,4.29,5.0,129.5,39.11,1,151.74,188.52,6,369.92,9270,0,25.0,0,0,1,0,1,1,0,0,0,0
4,41.0,,161007.32,4,2,11,4.0,6,-2.0,8.45,3.0,615.92,40.62,1,1162.11,469.08,3,700.27,4605,1,20.0,0,1,1,0,0,0,0,1,1,0
1,20.0,3.0,130682.94,2,5,1,4.0,14,9.0,4.1,6.0,752.98,30.49,1,263.38,167.28,1,869.86,11723,1,29.0,0,0,0,1,0,1,0,1,0,0
1,41.0,2.0,17573.04,3,2,12,4.0,11,5.0,7.6,6.0,429.5,25.32,1,38.79,144.81,5,250.95,11091,1,33.0,0,0,0,0,0,0,1,1,0,0
3,21.0,9.0,39608.9,6,5,31,9.0,58,18.0,4.96,9.0,2947.72,34.64,0,220.66,328.0,4,71.71,1702,0,14.0,0,0,1,1,0,1,1,0,1,1
4,25.0,1.0,112882.68,5,1,10,4.0,14,10.0,6.24,2.0,722.9,40.08,1,353.62,74.42,1,780.45,6120,1,29.0,0,0,1,1,1,0,1,0,0,0
4,40.0,15.0,9500.24,4,3,11,3.0,20,12.0,2.3,4.0,459.49,26.83,1,17.72,59.6,4,287.45,3462,1,31.0,0,0,0,0,1,0,0,0,0,1
1,22.0,10.0,172259.0,1,5,8,0.0,1,1.0,-1.43,8.0,390.13,44.62,1,0.0,610.64,2,1088.25,4271,1,20.0,1,0,0,0,0,0,0,0,0,0
2,34.0,5.0,95287.17,1,6,12,3.0,14,6.0,3.98,7.0,815.62,37.54,0,236.76,135.01,2,685.79,3348,1,30.0,0,0,1,0,1,0,1,0,0,0
1,43.0,11.0,56180.84,6,10,33,5.0,20,14.0,17.16,10.0,1421.62,27.16,2,195.35,66.94,2,441.79,11613,0,18.0,0,0,1,1,0,0,0,1,0,0
3,30.0,9.0,38158.8,6,8,30,8.0,61,18.0,29.34,12.0,2678.85,30.53,2,394.86,228.14,6,112.71,5195,0,6.0,0,1,0,0,1,0,1,1,0,1
2,48.0,12.0,88668.81,5,4,2,3.0,9,4.0,5.18,1.0,809.08,38.59,0,220.37,147.57,2,638.57,8165,1,18.0,0,0,0,0,1,1,0,0,0,0
4,26.0,12.0,30619.71,5,3,18,0.0,30,19.0,10.06,11.0,701.44,29.43,2,298.52,33.72,2,442.64,2331,0,25.0,1,0,0,0,0,0,0,0,0,0
4,52.0,15.0,112400.24,7,7,19,4.0,22,16.0,23.63,6.0,57.91,33.86,2,203.52,0.0,1,807.21,9985,0,33.0,0,0,0,0,0,1,0,0,1,0
1,39.0,13.0,10068.97,8,4,7,3.0,30,17.0,10.8,4.0,2192.93,34.31,2,23.22,64.95,5,275.84,9892,0,15.0,0,0,1,1,0,0,0,1,0,0
4,18.0,2.0,34343.96,10,8,28,3.0,55,17.0,19.09,12.0,1699.05,39.45,2,66.35,27.41,1,436.04,10074,0,12.0,0,1,0,1,0,0,0,1,0,0
2,29.0,12.0,21414.43,5,2,5,3.0,14,5.0,10.58,4.0,39.47,40.98,0,30.21,101.28,6,354.86,1457,1,26.0,0,0,1,0,0,0,0,0,1,0
2,24.0,8.0,59868.93,4,7,9,4.0,8,8.0,6.09,4.0,417.72,37.84,1,104.62,84.51,1,561.97,12285,1,29.0,0,0,1,0,1,1,1,0,0,0
3,21.0,2.0,106525.29,0,6,6,1.0,10,0.0,7.13,4.0,147.5,38.56,1,78.27,706.49,5,399.25,7491,1,17.0,0,0,0,0,0,1,0,0,0,0
4,41.0,9.0,166837.64,4,3,8,0.0,13,7.0,11.61,5.0,1402.48,38.49,1,0.0,763.55,5,884.47,10736,1,16.0,1,0,0,0,0,0,0,0,0,0
4,50.0,6.0,97637.4,3,6,3,1.0,18,14.0,10.15,4.0,82.11,38.65,1,48.95,566.21,3,460.78,2087,1,26.0,0,0,1,0,0,0,0,0,0,0
3,26.0,6.0,12427.74,6,6,11,4.0,20,11.0,6.61,1.0,223.93,34.3,1,33.81,87.44,6,245.52,2735,1,27.0,0,1,0,1,0,0,0,1,0,1
2,36.0,5.0,144388.36,3,2,11,0.0,13,9.0,7.47,8.0,704.41,37.27,1,1241.2,94.35,1,1321.08,6482,1,24.0,1,0,0,0,0,0,0,0,0,0
3,25.0,4.0,67394.92,4,3,21,7.0,29,19.0,12.77,15.0,1687.02,32.43,2,341.57,81.57,2,411.29,3402,0,9.0,0,1,1,1,0,0,0,1,0,1
3,42.0,9.0,8495.38,7,6,19,7.0,47,17.0,21.31,14.0,3842.25,22.87,2,35.63,30.13,5,258.24,11093,0,5.0,0,0,1,1,0,0,1,0,0,1
4,26.0,14.0,34447.49,5,6,4,4.0,21,5.0,8.71,5.0,922.3,25.03,1,67.24,120.81,4,354.32,665,1,,0,0,0,1,0,0,1,1,0,0
3,20.0,1.0,34230.0,10,9,29,8.0,17,15.0,25.49,11.0,3362.1,26.26,2,151.07,386.55,6,42.63,9949,0,6.0,0,1,1,1,1,0,1,0,1,0
3,30.0,4.0,18331.42,2,5,3,3.0,11,10.0,0.84,6.0,1012.22,25.58,1,37.53,0.0,3,284.96,8044,1,29.0,0,0,1,0,0,0,0,0,0,1
1,53.0,13.0,85023.9,2,7,7,2.0,22,9.0,4.38,8.0,1342.78,22.7,1,130.98,652.91,4,197.04,9276,1,33.0,0,0,1,0,0,1,0,0,0,0
4,34.0,3.0,117827.22,1,1,5,2.0,11,9.0,3.37,5.0,1470.72,43.49,0,120.24,440.15,5,688.1,8916,1,20.0,0,0,0,0,0,0,0,0,0,1
