Month,Age,Occupation,Annual_Income,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Customer_ID_Number,Binary_credit_mix,Binary_Credit_Score,Credit_History_Age_by_year,No Loan,Auto Loan,Credit-Builder Loan,Debt Consolidation Loan,Home Equity Loan,Mortgage Loan,Not Specified,Payday Loan,Personal Loan,Student Loan
8,30.0,2.0,37550.74,0.0,5.0,9.0,2.0,10.0,0.0,7.96,0.0,417.92,33.79,1,61.36,208.53,6,313.14,2195,0,1,22,0,0,0,1,0,0,0,0,0,1
1,39.0,5.0,60031.96,9.0,9.0,22.0,9.0,62.0,25.0,28.85,6.0,3395.4,27.25,2,262.17,209.65,2,293.05,2196,2,0,9,0,1,1,1,0,1,0,1,0,0
5,40.0,5.0,60031.96,9.0,9.0,22.0,9.0,57.0,25.0,30.85,6.0,3395.4,27.01,2,262.17,514.17,6,28.52,2196,2,0,9,0,1,1,1,0,1,0,1,0,0
7,40.0,5.0,60031.96,9.0,9.0,5629.0,9.0,62.0,27.0,28.85,6.0,3395.4,37.63,2,262.17,183.8098859794259,3,326.67,2196,2,0,9,0,1,1,1,0,1,0,1,0,0
2,30.0,3.0,135883.0,6.0,7.0,8.0,1.0,9.0,13.0,11.73,2.0,132.78,43.57,2,109.08,130.6,2,1143.39,2197,1,0,22,0,0,0,0,0,0,1,0,0,0
4,31.0,3.0,135883.0,6.0,7.0,8.0,1.0,14.0,10.0,11.73,2.0,132.78,34.47,2,109.08,557.55,6,756.43,2197,1,0,23,0,0,0,0,0,0,1,0,0,0
5,31.0,3.0,14036417.0,6.0,7.0,8.0,1.0,9.0,10.0,11.73,2.0,132.78,39.78,2,109.08,466.33,4,827.65,2197,1,0,23,0,0,0,0,0,0,1,0,0,0
7,31.0,3.0,135883.0,6.0,7.0,8.0,1.0,9.0,10.0,11.73,2.0,132.78,35.66,2,109.08,930.74,5,373.25,2197,1,1,23,0,0,0,0,0,0,1,0,0,0
1,54.0,9.0,105667.62,7.0,3.0,15.0,4.0,29.0,12.0,6.87,3.0,511.96,35.15,1,318.5,311.04,2,487.33,2198,1,0,25,0,0,1,1,0,1,0,0,0,0
5,55.0,9.0,105667.62,7.0,3.0,15.0,4.0,32.0,12.0,10.87,3.0,511.96,24.31,1,318.5,193.2,1,595.16,2198,1,0,26,0,0,1,1,0,1,0,0,0,0
8,55.0,9.0,105667.62,7.0,3.0,15.0,4.0,27.0,12.0,6.87,876.0,511.96,33.92,1,318.5,178.42,1,609.95,2198,1,0,26,0,0,1,1,0,1,0,0,0,0
1,26.0,11.0,81462.18,6.0,7.0,19.0,4.0,12.0,15.0,11.66,7.0,1200.63,29.95,2,165.82,622.38,5,196.65,2199,1,0,30,0,0,0,1,1,0,0,0,1,1
2,26.0,11.0,81462.18,6.0,221.0,19.0,4.0,14.0,15.0,10.66,7.0,1200.63,28.48,2,165.82,105.12,2,683.91,2199,1,0,31,0,0,0,1,1,0,0,0,1,1
3,26.0,11.0,81462.18,6.0,7.0,19.0,4.0,16.0,15.0,10.66,8.0,1200.63,38.88,2,165.82,719.31,6,109.72,2199,1,0,31,0,0,0,1,1,0,0,0,1,1
4,26.0,11.0,81462.18,6.0,7.0,19.0,4.0,14.0,15.0,10.66,8.0,1200.63,23.54,2,165.82,297.47,5,521.56,2199,1,0,31,0,0,0,1,1,0,0,0,1,1
5,26.0,11.0,81462.18,6.0,7.0,19.0,4.0,14.0,13.0,9.66,8.0,1200.63,36.52,2,165.82,243.15,5,575.89,2199,1,0,31,0,0,0,1,1,0,0,0,1,1
8,26.0,11.0,81462.18,6.0,7.0,19.0,4.0,14.0,14.0,10.66,8.0,1200.63,25.61,2,165.82,345.99,5,473.04,2199,1,0,31,0,0,0,1,1,0,0,0,1,1
1,39.0,7.0,31357.42,0.0,4.0,8.0,4.0,3.0,11.0,4.48,3.0,1390.26,30.56,1,80.51,161.25,3,309.14,2200,0,0,27,0,0,1,0,0,1,1,0,0,1
4,40.0,7.0,31357.42,0.0,4.0,8.0,4.0,3.0,8.0,-2.52,3.0,1390.26,22.47,1,80.51,362.44,6,137.96,2200,0,1,28,0,0,1,0,0,1,1,0,0,1
6,40.0,7.0,31357.42,0.0,4.0,8.0,4.0,3.0,8.0,-1.52,3.0,1390.26,26.01,1,80.51,54.38,1,396.02,2200,0,1,28,0,0,1,0,0,1,1,0,0,1
7,40.0,7.0,31357.42,0.0,4.0,8.0,4.0,4.0,10.0,4.48,3.0,1390.26,39.6,1,80.51,59.32,2,401.08,2200,0,1,28,0,0,1,0,0,1,1,0,0,1
8,40.0,7.0,31357.42,0.0,4.0,8.0,4.0,-1.0,10.0,4.48,3.0,1390.26,26.68,1,80.51,80.75,2,379.65,2200,0,1,28,0,0,1,0,0,1,1,0,0,1
2,50.0,13.0,15305.23,8.0,5.0,3.0,4.0,7.0,19.0,10.57,0.0,1400.42,34.64,0,27.15,87.36,5,276.03,2202,0,0,30,0,1,0,1,0,1,0,0,1,0
4,50.0,13.0,15305.23,8.0,5.0,3.0,4.0,7.0,19.0,4.57,0.0,1400.42,37.16,1,27.15,127.48,6,245.91,2202,0,0,31,0,1,0,1,0,1,0,0,1,0
5,50.0,13.0,15305.23,8.0,5.0,3.0,4.0,7.0,19.0,10.57,0.0,1400.42,39.83,0,26274.0,22.26,2,311.13,2202,0,0,31,0,1,0,1,0,1,0,0,1,0
7,50.0,13.0,15305.23,8.0,5.0,3.0,4.0,7.0,19.0,10.57,0.0,1400.42,31.11,1,189.94,142.01,6,231.39,2202,0,0,31,0,1,0,1,0,1,0,0,1,0
2,23.0,2.0,15987.51,10.0,6.0,30.0,7.0,58.0,22.0,17.98,6.0,2698.66,32.59,2,67.97,36.89,4,280.68,2203,2,0,0,0,0,1,1,1,1,1,0,0,1
7,23.0,2.0,15987.51,10.0,6.0,30.0,7.0,55.0,27.0,17.98,10.0,2698.66,40.74,2,67.97,90.6,6,246.96,2203,2,0,1,0,0,1,1,1,1,1,0,0,1
8,23.0,2.0,15987.51,10.0,6.0,30.0,7.0,54.0,25.0,21.98,10.0,2698.66,27.01,2,67.97,57.48,6,280.08,2203,2,0,1,0,0,1,1,1,1,1,0,0,1
1,31.0,2.0,17653.7,9.0,8.0,20.0,6.0,17.0,20.0,5.05,12.0,1846.17,30.41,2,54.2,143.92,6,233.69,2204,2,0,12,0,1,1,0,0,0,0,1,1,0
7,31.0,2.0,17653.7,9.0,8.0,20.0,6.0,18.0,20.0,1.05,13.0,1846.17,31.88,2,54.2,75.06,5,292.55,2204,2,0,13,0,1,1,0,0,0,0,1,1,0
8,31.0,2.0,17653.7,9.0,8.0,20.0,6.0,17.0,20.0,-1.95,13.0,1846.17,36.48,2,54.2,84.45,6,293.16,2204,2,0,13,0,1,1,0,0,0,0,1,1,0
1,49.0,4.0,38217.6,6.0,6.0,13.0,2.0,18.0,4022.0,6.29,1.0,448.54,24.57,1,57.88,174.38,6,378.21,2205,1,0,22,0,1,0,0,0,0,1,0,0,0
5,50.0,4.0,38217.6,6.0,6.0,13.0,2.0,17.0,13.0,6.29,5.0,448.54,34.74,1,57.88,132.28,6,420.32,2205,1,0,22,0,1,0,0,0,0,1,0,0,0
4,21.0,14.0,15088.35,7.0,8.0,29.0,3.0,38.0,16.0,8.88,2434.0,2126.67,28.18,2,37.1,163.88,6,212.15,2206,2,0,15,0,1,1,0,1,0,0,0,0,0
7,22.0,14.0,15088.35,7.0,8.0,29.0,3.0,38.0,19.0,8.88,16.0,2126.67,33.54,2,37.1,70.02,3,276.01,2206,2,0,15,0,1,1,0,1,0,0,0,0,0
2,18.0,11.0,19784.23,7.0,9.0,19.0,5.0,53.0,15.0,10.63,16.0,1268.96,34.34,2,66.82,72.84,4,317.01,2207,2,0,17,0,0,0,0,1,1,0,1,0,1
3,18.0,11.0,19784.23,7.0,9.0,19.0,5.0,55.0,14.0,3.63,16.0,1268.96,24.44,2,66.82,90.45,3,289.4,2207,2,0,17,0,0,0,0,1,1,0,1,0,1
4,18.0,11.0,19784.23,7.0,9.0,19.0,5.0,53.0,18.0,3.63,16.0,1268.96,29.76,2,66.82,189.3,6,220.56,2207,2,0,17,0,0,0,0,1,1,0,1,0,1
6,18.0,11.0,19784.23,7.0,9.0,19.0,5.0,53.0,16.0,3.63,16.0,1268.96,29.26,2,66.82,183.8098859794259,4,320.67,2207,2,0,17,0,0,0,0,1,1,0,1,0,1
7,18.0,11.0,19784.23,7.0,9.0,19.0,5.0,48.0,16.0,3.63,16.0,1268.96,28.67,2,66.82,50.04,3,329.81,2207,2,0,17,0,0,0,0,1,1,0,1,0,1
8,18.0,11.0,19784.23,7.0,9.0,19.0,5.0,53.0,16.0,3.63,16.0,1268.96,24.18,2,66.82,16.45,1,343.4,2207,2,0,17,0,0,0,0,1,1,0,1,0,1
3,26.0,4.0,21276995.0,6.0,8.0,30.0,9.0,22.0,23.0,14.99,7.0,3831.31,27.74,2,67.73,62.12,3,259.19,2208,2,0,8,0,1,1,1,1,0,1,0,0,0
5,26.0,4.0,14560.52,6.0,8.0,30.0,9.0,18.0,23.0,16.99,7.0,3831.31,31.69,2,67.73,58.92,3,262.39,2208,2,0,8,0,1,1,1,1,0,1,0,0,0
6,26.0,4.0,14560.52,6.0,8.0,30.0,9.0,17.0,24.0,16.99,7.0,3831.31,28.03,2,67.73,125.92,6,225.38,2208,2,0,8,0,1,1,1,1,0,1,0,0,0
7,26.0,4.0,14560.52,6.0,8.0,30.0,9.0,27.0,22.0,16.99,7.0,3831.31,37.47,2,67.73,37.33,5,303.97,2208,2,0,8,0,1,1,1,1,0,1,0,0,0
8,41.0,12.0,72508.86,6.0,7.0,20.0,4.0,11.0,14.0,8.74,0.0,1057.79,31.04,1,171.62,198.32,2,472.1,2209,1,0,32,0,0,0,0,1,1,0,0,1,1
2,56.0,12.0,30678.73,8.0,4.0,11.0,3.0,13.0,11.0,1.84,3.0,1484.42,41.58,2,69.34,59.06,1,373.16,2210,1,0,17,0,1,0,0,1,0,0,0,1,0
5,56.0,12.0,30678.73,8.0,4.0,11.0,3.0,13.0,11.0,1.84,3.0,1484.42,29.68,2,69.34,183.8098859794259,6,220.2,2210,1,0,18,0,1,0,0,1,0,0,0,1,0
3,24.0,10.0,41751.65,5.0,1.0,2.0,1.0,3.0,0.0,2.32,6.0,279.17,24.67,1,32.8,290.76,6,310.67,2211,0,1,16,0,0,0,1,0,0,0,0,0,0
5,24.0,10.0,41751.65,5.0,1.0,2.0,1.0,3.0,3.0,2.32,6.0,279.17,30.43,1,32.8,157.16,5,434.27,2211,0,0,16,0,0,0,1,0,0,0,0,0,0
6,25.0,10.0,41751.65,5.0,1.0,2.0,1.0,3.0,6.0,3.32,6.0,279.17,28.12,1,32.8,148.38,6,453.05,2211,0,0,16,0,0,0,1,0,0,0,0,0,0
7,25.0,10.0,41751.65,5.0,1.0,2.0,1.0,0.0,3.0,6.32,6.0,279.17,36.31,1,32.8,183.8098859794259,5,276.99,2211,0,0,16,0,0,0,1,0,0,0,0,0,0
3,41.0,3.0,130125.04,5.0,2.0,11.0,2.0,3.0,0.0,3.82,3.0,1195.05,33.53,1,204.29,536.65,5,626.24,2212,0,0,16,0,0,0,1,0,1,0,0,0,0
4,41.0,3.0,130125.04,5.0,2.0,11.0,2.0,3.0,0.0,-1.18,3.0,1195.05,38.49,1,204.29,334.3,5,828.59,2212,0,1,16,0,0,0,1,0,1,0,0,0,0
5,41.0,3.0,130125.04,5.0,2.0,11.0,2.0,3.0,0.0,9.82,3.0,1195.05,31.37,1,48106.0,901.13,6,271.76,2212,0,0,16,0,0,0,1,0,1,0,0,0,0
6,41.0,3.0,130125.04,5.0,2.0,11.0,2.0,-1.0,2.0,3.82,3.0,1195.05,26.31,0,204.29,565.0,5,597.89,2212,0,0,16,0,0,0,1,0,1,0,0,0,0
4,49.0,1.0,86638.52,1.0,4.0,4.0,4.0,12.0,9.0,5.37,1.0,1007.84,30.67,0,241.81,326.81,6,454.77,2213,0,0,27,0,1,0,1,0,0,0,0,1,1
5,49.0,1.0,86638.52,1.0,4.0,4.0,4.0,10.0,9.0,5.37,1.0,1007.84,31.46,1,241.81,727.2,6,54.37,2213,0,1,27,0,1,0,1,0,0,0,0,1,1
7,49.0,1.0,86638.52,1.0,4.0,4.0,4.0,10.0,9.0,5.37,1.0,1007.84,25.18,1,241.81,350.09,5,421.49,2213,0,1,27,0,1,0,1,0,0,0,0,1,1
2,38.0,15.0,14688.4,7.0,6.0,8.0,3.0,32.0,15.0,16.68,4.0,936.02,36.09,2,24.35,114.35,6,256.89,2215,1,0,11,0,0,0,1,0,0,0,0,0,1
6,38.0,15.0,14688.4,7.0,6.0,8.0,3.0,27.0,15.0,16.68,4.0,936.02,27.42,2,24.35,71.15,6,300.1,2215,1,1,11,0,0,0,1,0,0,0,0,0,1
8,38.0,15.0,14688.4,7.0,6.0,8.0,3.0,27.0,15.0,14.68,5.0,936.02,23.63,2,24.35,49.29,3,291.96,2215,1,1,11,0,0,0,1,0,0,0,0,0,1
1,21.0,6.0,44962.88,3.0,2.0,11.0,1.0,5.0,11.0,9.04,0.0,565.48,26.73,1,18.86,257.67,5,355.66,2216,0,1,20,0,0,0,0,0,0,0,0,0,1
2,21.0,6.0,44962.88,3.0,2.0,11.0,1.0,6.0,8.0,9.04,0.0,565.48,33.04,1,18.86,53.4,2,529.93,2216,0,1,20,0,0,0,0,0,0,0,0,0,1
5,21.0,6.0,44962.88,3.0,2.0,11.0,1.0,7.0,8.0,9.04,0.0,565.48,30.59,1,18.86,130.75,3,462.58,2216,0,1,20,0,0,0,0,0,0,0,0,0,1
2,45.0,8.0,90371.01,3.0,4.0,3.0,4.0,-3.0,7.0,7.26,8.0,967.84,39.87,1,254.76,262.48,5,523.95,2217,0,1,24,0,0,1,0,0,0,1,0,0,1
5,45.0,8.0,90371.01,3.0,4.0,3.0,4.0,2.0,7.0,7.26,8.0,967.84,34.01,1,254.76,732.32,5,54.11,2217,0,1,25,0,0,1,0,0,0,1,0,0,1
7,46.0,8.0,90371.01,3.0,4.0,3.0,4.0,5.0,7.0,3.26,8.0,967.84,33.19,1,6992.0,171.06,2,585.38,2217,0,1,25,0,0,1,0,0,0,1,0,0,1
1,25.0,13.0,8928.69,9.0,10.0,16.0,5.0,53.0,15.0,18.46,9.0,1506.12,40.85,2,68730.0,16.11,5,296.69,2218,2,0,10,0,1,0,1,0,1,1,0,0,1
5,26.0,13.0,8928.69,9.0,10.0,16.0,5.0,54.0,18.0,18.46,10.0,1506.12,28.69,2,27.31,58.79,5,254.01,2218,2,0,11,0,1,0,1,0,1,1,0,0,1
6,26.0,13.0,8928.69,9.0,10.0,16.0,5.0,54.0,15.0,18.46,10.0,1506.12,36.88,0,27.31,183.8098859794259,6,281.5,2218,2,0,11,0,1,0,1,0,1,1,0,0,1
7,26.0,13.0,8928.69,9.0,10.0,16.0,5.0,54.0,15.0,18.46,10.0,1506.12,38.53,2,27.31,28.3,4,274.5,2218,2,0,11,0,1,0,1,0,1,1,0,0,1
8,26.0,13.0,8928.69,9.0,10.0,16.0,5.0,49.0,15.0,18.46,10.0,1506.12,33.63,2,27.31,44.59,5,268.21,2218,2,0,11,0,1,0,1,0,1,1,0,0,1
1,27.0,14.0,14388.77,4.0,5.0,16.0,3.0,6.0,10.0,19.17,6.0,1836.93,34.54,0,30.1,37.38,3,298.53,2219,1,0,5,0,1,1,0,1,0,0,0,0,0
3,27.0,14.0,14388.77,4.0,5.0,16.0,3.0,6.0,10.0,18.17,6.0,1836.93,35.46,2,30.1,37.66,6,328.26,2219,1,0,5,0,1,1,0,1,0,0,0,0,0
4,43.0,7.0,9846.55,5.0,6.0,16.0,1.0,11.0,10.0,13.14,8.0,550.52,30.86,2,5.22,17.73,1,286.91,2223,1,0,18,0,0,1,0,0,0,0,0,0,0
5,43.0,7.0,9846.55,5.0,6.0,16.0,1.0,11.0,10.0,13.14,8.0,550.52,36.81,2,5.22,38.53,6,316.1,2223,1,0,18,0,0,1,0,0,0,0,0,0,0
6,43.0,7.0,9846.55,5.0,6.0,16.0,1.0,7.0,13.0,13.14,8.0,550.52,28.74,2,5.22,25.61,5,319.02,2223,1,0,18,0,0,1,0,0,0,0,0,0,0
7,43.0,7.0,9846.55,5.0,6.0,16.0,1.0,11.0,12.0,13.14,8.0,550.52,30.81,2,5.22,61.79,6,292.85,2223,1,0,18,0,0,1,0,0,0,0,0,0,0
8,43.0,7.0,9846.55,5.0,6.0,16.0,1.0,10.0,10.0,13.14,8.0,550.52,34.47,2,5.22,60.08,6,294.56,2223,1,0,18,0,0,1,0,0,0,0,0,0,0
2,38.0,2.0,49454.13,8.0,5.0,23.0,2.0,59.0,26.0,4.95,8.0,1388.56,34.73,2,73.35,263.34,6,386.13,2224,2,0,12,0,1,0,0,0,0,0,1,0,0
4,38.0,2.0,49454.13,8.0,5.0,23.0,2.0,58.0,24.0,7.95,8.0,1388.56,32.25,2,73.35,217.27,6,432.21,2224,2,0,13,0,1,0,0,0,0,0,1,0,0
5,39.0,2.0,49454.13,8.0,5.0,23.0,2.0,59.0,26.0,4.95,8.0,1388.56,32.93,2,73.35,170.39,2,439.08,2224,2,0,13,0,1,0,0,0,0,0,1,0,0
1,28.0,14.0,18019.14,5.0,5.0,19.0,4.0,20.0,16.0,18.17,8.0,1475.32,30.26,2,55.05,139.69,6,269.52,2225,1,0,17,0,1,1,0,0,1,0,0,1,0
2,28.0,14.0,18019.14,5.0,5.0,19.0,4.0,15.0,17.0,18.17,8.0,1475.32,24.28,2,55.05,124.1,6,285.11,2225,1,0,17,0,1,1,0,0,1,0,0,1,0
6,28.0,14.0,18019.14,5.0,5.0,19.0,4.0,15.0,16.0,18.17,8.0,1475.32,32.24,2,55.05,63.73,2,305.48,2225,1,1,18,0,1,1,0,0,1,0,0,1,0
2,20.0,14.0,73409.8,7.0,9.0,18.0,3.0,25.0,11.0,18.13,10.0,2529.51,36.25,2,91.94,119.1,1,649.21,2226,1,0,18,0,1,0,0,0,0,0,0,0,1
4,20.0,14.0,73409.8,7.0,9.0,18.0,3.0,21.0,11.0,18.13,10.0,2529.51,38.03,2,91.94,180.09,2,598.21,2226,1,0,18,0,1,0,0,0,0,0,0,0,1
4,52.0,6.0,39131.02,2.0,6.0,9.0,3.0,4.0,6.0,0.8,6.0,42.32,36.74,1,52.41,60.13,1,427.65,2227,0,0,29,0,1,0,0,1,0,0,0,0,0
5,53.0,6.0,39131.02,2.0,6.0,9.0,3.0,4.0,4.0,0.8,6.0,42.32,34.38,1,52.41,83.54,2,414.24,2227,0,0,29,0,1,0,0,1,0,0,0,0,0
6,53.0,6.0,39131.02,2.0,6.0,9.0,3.0,4.0,4.0,0.8,6.0,42.32,35.78,0,52.41,89.04,2,408.74,2227,0,0,29,0,1,0,0,1,0,0,0,0,0
7,53.0,6.0,39131.02,2.0,6.0,9.0,3.0,4.0,1.0,0.8,6.0,42.32,27.8,1,52.41,197.94,6,339.84,2227,0,0,29,0,1,0,0,1,0,0,0,0,0
3,34.0,14.0,100191.36,4.0,7.0,6.0,2.0,25.0,18.0,6.61,2.0,496.71,43.01,1,145.58,137.16,1,763.09,2228,1,0,19,0,0,0,0,0,1,0,0,0,1
6,35.0,14.0,100191.36,4.0,7.0,6.0,2.0,28.0,18.0,9.61,2.0,496.71,28.26,1,145.58,283.52,2,626.72,2228,1,0,20,0,0,0,0,0,1,0,0,0,1
7,35.0,14.0,100191.36,4.0,7.0,6.0,2.0,28.0,18.0,9.61,2.0,496.71,31.5,1,145.58,238.41,5,701.84,2228,1,0,20,0,0,0,0,0,1,0,0,0,1
1,30.0,13.0,19431.83,3.0,6.0,8.0,4.0,22.0,9.0,11.63,2.0,865.23,27.05,0,49.38,121.19,6,299.16,2229,1,0,29,0,0,0,1,0,1,0,1,1,0
2,30.0,13.0,19431.83,3.0,6.0,8.0,4.0,25.0,10.0,11.63,3.0,865.23,32.17,2,49.38,19.39,2,360.96,2229,1,0,29,0,0,0,1,0,1,0,1,1,0
3,30.0,13.0,19431.83,3.0,6.0,8.0,4.0,22.0,9.0,11.63,3.0,865.23,36.6,2,49.38,65.16,2,315.19,2229,1,0,29,0,0,0,1,0,1,0,1,1,0
4,30.0,13.0,19431.83,3.0,6.0,8.0,4.0,22.0,9.0,11.63,3.0,865.23,27.78,2,49.38,46.01,3,344.34,2229,1,0,29,0,0,0,1,0,1,0,1,1,0
6,30.0,13.0,19431.83,3.0,6.0,8.0,4.0,17.0,9.0,11.63,3.0,865.23,39.69,2,49.38,143.06,6,277.29,2229,1,0,29,0,0,0,1,0,1,0,1,1,0
8,31.0,13.0,19431.83,3.0,6.0,8.0,4.0,22.0,9.0,11.63,3.0,865.23,30.09,2,49.38,37.09,3,353.26,2229,1,0,30,0,0,0,1,0,1,0,1,1,0
1,23.0,2.0,58144.56,6.0,3.0,8.0,3.0,28.0,10.0,18.84,5.0,2466.95,31.76,2,75.29,64.8,1,579.04,2230,1,0,18,0,0,1,0,0,0,1,1,0,0
2,23.0,2.0,58144.56,6.0,3.0,8.0,3.0,25.0,10.0,21.84,5.0,2466.95,30.42,2,75.29,173.08,2,480.77,2230,1,0,18,0,0,1,0,0,0,1,1,0,0
3,23.0,2.0,58144.56,6.0,3.0,8.0,3.0,25.0,10.0,18.84,5.0,2466.95,29.72,2,75.29,297.03,3,366.82,2230,1,0,18,0,0,1,0,0,0,1,1,0,0
6,24.0,2.0,58144.56,6.0,3.0,8.0,3.0,25.0,10.0,23.84,5.0,2466.95,38.53,2,75.29,116.88,2,536.97,2230,1,0,18,0,0,1,0,0,0,1,1,0,0
7,24.0,10.0,30466.74,6.0,4.0,15.0,7.0,11.0,18.0,10.53,7.0,670.48,31.88,2,44631.0,42.91,1,320.38,2231,1,0,12,0,1,1,0,1,0,1,1,1,0
2,37.0,15.0,100284.24,5.0,7.0,18.0,3.0,9.0,8.0,2.1,4.0,333.25,37.87,2,148.35,494.69,6,475.76,2232,1,0,30,0,0,1,0,0,1,0,1,0,0
5,38.0,15.0,100284.24,5.0,7.0,18.0,3.0,9.0,8.0,2.1,4.0,333.25,35.26,2,148.35,191.21,2,739.24,2232,1,0,30,0,0,1,0,0,1,0,1,0,0
6,38.0,15.0,100284.24,5.0,7.0,18.0,3.0,10.0,8.0,2.1,4.0,333.25,39.87,2,148.35,85.17,1,835.28,2232,1,0,30,0,0,1,0,0,1,0,1,0,0
8,38.0,15.0,100284.24,5.0,7.0,18.0,3.0,9.0,8.0,2.1,4.0,333.25,31.81,2,148.35,183.8098859794259,1,849.34,2232,1,0,30,0,0,1,0,0,1,0,1,0,0
1,30.0,8.0,74902.8,8.0,8.0,33.0,9.0,17.0,17.0,20.13,8.0,2900.49,28.09,2,534.75,52.26,1,280.28,2233,2,0,12,0,1,1,1,1,0,1,1,1,0
2,30.0,8.0,74902.8,8.0,8.0,33.0,9.0,21.0,17.0,20.13,8.0,2900.49,31.01,2,534.75,237.69,2,104.85,2233,2,0,12,0,1,1,1,1,0,1,1,1,0
4,31.0,8.0,74902.8,8.0,8.0,33.0,9.0,21.0,14.0,20.13,8.0,2900.49,35.91,2,534.75,253.95,3,98.58,2233,2,0,13,0,1,1,1,1,0,1,1,1,0
5,31.0,8.0,74902.8,8.0,8.0,33.0,9.0,21.0,4023.0,20.13,8.0,2900.49,30.25,0,534.75,69.47,1,263.07,2233,2,0,13,0,1,1,1,1,0,1,1,1,0
2,45.0,1.0,107360.1,7.0,7.0,13.0,1.0,7.0,20.0,1.04,5.0,1456.75,37.32,2,81.24,286.89,4,816.44,2234,1,0,16,0,0,0,0,0,0,0,1,0,0
6,45.0,1.0,107360.1,7.0,7.0,13.0,1.0,7.0,17.0,5.04,5.0,1456.75,27.81,2,81.24,833.79,4,269.54,2234,1,0,17,0,0,0,0,0,0,0,1,0,0
7,45.0,1.0,107360.1,7.0,7.0,13.0,1.0,7.0,19.0,8.04,5.0,1456.75,36.7,2,81.24,118.09,2,965.24,2234,1,0,17,0,0,0,0,0,0,0,1,0,0
1,43.0,12.0,35196.36,10.0,7.0,18.0,2.0,43.0,20.0,8.28,7.0,1908.68,32.37,2,48.26,154.35,6,379.99,2235,1,0,6,0,0,0,0,1,0,0,0,1,0
3,43.0,12.0,35196.36,10.0,7.0,18.0,2.0,43.0,20.0,8.28,10.0,1908.68,32.54,2,48.26,19.95,1,464.39,2235,1,0,6,0,0,0,0,1,0,0,0,1,0
5,43.0,12.0,35196.36,10.0,7.0,18.0,2.0,43.0,20.0,8.28,10.0,1908.68,36.54,2,48.26,147.5,5,376.84,2235,1,0,6,0,0,0,0,1,0,0,0,1,0
8,43.0,12.0,35196.36,10.0,7.0,18.0,2.0,43.0,20.0,8.28,10.0,1908.68,39.2,2,48.26,94.61,3,409.73,2235,1,0,7,0,0,0,0,1,0,0,0,1,0
1,42.0,15.0,28843.09,5.0,6.0,15.0,2.0,23.0,17.0,10.55,5.0,74.41,37.55,2,25.78,237.29,6,266.38,2236,1,0,19,0,0,0,0,1,1,0,0,0,0
3,42.0,15.0,28843.09,5.0,6.0,15.0,2.0,20.0,20.0,10.55,5.0,74.41,32.43,2,25.78,198.88,6,304.8,2236,1,0,20,0,0,0,0,1,1,0,0,0,0
4,42.0,15.0,28843.09,5.0,6.0,15.0,2.0,24.0,17.0,10.55,5.0,74.41,37.9,2,25.78,41.63,2,422.05,2236,1,0,20,0,0,0,0,1,1,0,0,0,0
8,43.0,15.0,28843.09,5.0,6.0,15.0,2.0,27.0,17.0,10.55,8.0,74.41,35.01,0,25.78,152.2,6,351.48,2236,1,0,20,0,0,0,0,1,1,0,0,0,0
1,45.0,10.0,31931.73,7.0,3.0,10.0,3.0,5.0,19.0,8.16,0.0,577.85,37.91,1,77.82,128.73,3,318.75,2237,0,1,31,0,0,0,0,1,0,0,1,1,0
2,45.0,10.0,31931.73,7.0,3.0,10.0,3.0,5.0,19.0,8.16,0.0,577.85,33.9,0,77.82,317.66,6,159.82,2237,0,1,31,0,0,0,0,1,0,0,1,1,0
3,45.0,10.0,31931.73,7.0,3.0,10.0,3.0,5.0,18.0,8.16,0.0,577.85,34.2,1,77.82,187.47,5,280.01,2237,0,1,31,0,0,0,0,1,0,0,1,1,0
8,46.0,10.0,31931.73,7.0,3.0,10.0,3.0,5.0,19.0,8.16,2.0,577.85,28.48,1,77.82,75.68,2,361.8,2237,0,1,31,0,0,0,0,1,0,0,1,1,0
2,27.0,4.0,52475.7,8.0,8.0,15.0,6.0,16.0,26.0,26.13,8.0,3342.73,28.18,2,250.0,78.4,3,348.89,2238,2,0,7,0,0,1,0,0,1,0,1,0,1
3,27.0,4.0,52475.7,8.0,8.0,15.0,6.0,18.0,27.0,20.13,8.0,3342.73,32.12,2,250.0,47.77,1,359.52,2238,2,0,7,0,0,1,0,0,1,0,1,0,1
4,28.0,4.0,9295469.0,8.0,8.0,15.0,6.0,16.0,28.0,20.13,9.0,3342.73,27.28,2,250.0,76.51,3,350.78,2238,2,0,7,0,0,1,0,0,1,0,1,0,1
7,28.0,4.0,52475.7,8.0,8.0,15.0,6.0,16.0,25.0,20.13,9.0,3342.73,27.02,2,250.0,196.09,5,251.2,2238,2,0,7,0,0,1,0,0,1,0,1,0,1
5,21.0,13.0,18927.65,6.0,7.0,24.0,6.0,12.0,14.0,8.61,12.0,1942.4,28.83,2,62.54,108.16,6,297.23,2239,1,0,19,0,1,0,0,1,1,0,0,1,1
