Month,Age,Occupation,Annual_Income,Num_Bank_Accounts,Num_Credit_Card,Interest_Rate,Num_of_Loan,Delay_from_due_date,Num_of_Delayed_Payment,Changed_Credit_Limit,Num_Credit_Inquiries,Outstanding_Debt,Credit_Utilization_Ratio,Payment_of_Min_Amount,Total_EMI_per_month,Amount_invested_monthly,Payment_Behaviour,Monthly_Balance,Customer_ID_Number,Binary_credit_mix,Credit_History_Age_by_year,No Loan,Auto Loan,Credit-Builder Loan,Debt Consolidation Loan,Home Equity Loan,Mortgage Loan,Not Specified,Payday Loan,Personal Loan,Student Loan
2,20.0,15.0,78208.96,8,5,9,3.0,20,10.0,12.2,5.0,1419.42,33.92,0,184.38,601.53,4,143.64,6148,0,33.0,0,1,0,1,0,0,0,0,1,0
4,46.0,8.0,83477.58,4,7,12,1.0,7,12.0,3.64,6.0,715.49,25.29,1,42.14,241.6,2,638.1,9086,1,19.0,0,0,0,0,0,0,0,0,1,0
1,51.0,15.0,40331.05,5,5,3,2.0,22,11.0,10.56,2.0,767.89,23.32,1,64.77,127.16,6,408.76,7076,1,20.0,0,1,0,0,0,0,0,0,1,0
1,35.0,2.0,27752.64,3,4,12,1.0,30,10.0,8.27,6.0,915.19,38.03,2,16.18,0.0,4,399.96,2073,0,13.0,0,0,0,1,0,0,0,0,0,0
3,38.0,7.0,7863.04,7,3,24,4.0,8,15.0,17.53,9.0,2286.31,31.01,2,23.61,0.0,6,273.59,4455,0,13.0,0,0,1,0,1,0,0,1,0,0
2,20.0,12.0,10356.98,6,10,28,8.0,54,17.0,26.06,16.0,3716.71,28.02,2,66.46,36.96,6,258.79,2102,0,11.0,0,1,1,0,1,1,1,1,0,0
4,18.0,15.0,44143.08,6,7,19,1.0,28,17.0,15.66,7.0,547.3,31.75,2,29.11,129.53,2,482.62,7794,0,17.0,0,0,0,0,0,0,0,1,0,0
3,34.0,14.0,61204.77,8,8,32,6.0,21,23.0,11.42,16.0,4751.96,26.89,2,236.43,491.46,5,57.85,9430,0,13.0,0,1,0,0,1,0,1,0,0,1
2,42.0,13.0,19191.52,8,5,19,8.0,40,20.0,17.9,13.0,2571.56,34.82,2,105.28,64.21,5,297.74,8771,0,1.0,0,1,1,0,1,0,1,1,1,1
1,44.0,2.0,33191.11,7,5,17,0.0,11,9.0,16.67,1.0,908.33,31.39,0,0.0,140.8,6,409.69,4105,0,23.0,1,0,0,0,0,0,0,0,0,0
3,37.0,3.0,9394.66,7,6,34,6.0,20,18.0,4.58,10.0,1686.78,26.29,2,33.22,53.77,4,242.4,1466,0,7.0,0,0,1,0,1,1,0,0,0,0
2,23.0,13.0,67082.16,8,8,18,6.0,35,0.0,4.96,11.0,1734.87,35.88,2,252.29,267.83,4,312.1,8400,0,7.0,0,0,1,1,0,1,1,1,0,0
2,29.0,5.0,78056.04,7,5,17,1.0,19,0.0,23.6,10.0,248.71,30.2,0,44.09,369.58,4,494.79,8980,0,19.0,0,0,0,0,0,0,1,0,0,0
4,52.0,4.0,30924.04,4,1,12,2.0,8,414.0,6.2,5.0,1.3,26.48,1,38.0,112.5,6,404.2,5131,1,29.0,0,0,0,0,0,1,0,1,0,0
2,49.0,7.0,17027.44,5,4,4,0.0,14,9.0,3.66,2.0,1299.05,33.69,1,0.0,63.15,5,353.54,6515,1,27.0,1,0,0,0,0,0,0,0,0,0
4,42.0,7.0,26775.49,8,4,7,1.0,16,19.0,6.42,5.0,1082.13,41.89,1,13.48,120.37,6,396.98,11415,0,27.0,0,0,0,0,1,0,0,0,0,0
2,35.0,8.0,20380.87,0,1,1,2.0,5,0.0,7.75,1.0,156.32,24.77,1,24.37,151.6,5,270.06,899,1,21.0,0,0,0,0,0,1,1,0,0,0
2,54.0,14.0,62347.86,8,7,7,0.0,11,10.0,6.78,2.0,681.95,32.82,1,0.0,343.05,4,428.62,2870,0,24.0,1,0,0,0,0,0,0,0,0,0
4,24.0,14.0,8884.17,10,6,16,6.0,62,18.0,6.5,10.0,2143.45,26.6,2,29.39,64.36,6,283.68,8801,0,16.0,0,0,0,0,1,0,1,1,0,1
2,29.0,9.0,90781.53,7,7,6,0.0,25,16.0,17.36,9.0,494.51,30.06,2,0.0,328.43,3,682.08,12458,0,19.0,1,0,0,0,0,0,0,0,0,0
3,22.0,14.0,29880.29,4,6,14,0.0,17,16.0,7.64,2.0,1262.95,32.63,2,0.0,0.0,2,434.48,1198,0,31.0,1,0,0,0,0,0,0,0,0,0
3,35.0,4.0,83359.08,8,6,13,3.0,24,10.0,17.42,1252.0,1024.19,38.8,2,590.56,659.77,6,157.94,704,0,18.0,0,1,0,1,0,0,0,0,0,0
4,33.0,12.0,10009.91,8,5,20,3.0,13,19.0,11.23,12.0,2616.31,32.27,2,23.95,43.08,3,257.59,12265,0,14.0,0,1,0,0,0,0,1,0,0,0
1,35.0,13.0,60573.96,6,10,34,7.0,41,11.0,17.28,9.0,2172.61,36.29,0,211.22,255.84,3,279.82,4170,0,15.0,0,1,1,0,1,1,1,0,0,1
4,45.0,8.0,21075.82,8,3,10,1.0,14,18.0,8.87,,749.5,31.7,2,14.23,156.34,4,269.56,3595,0,16.0,0,0,0,0,0,0,0,0,1,0
1,35.0,8.0,45705.78,8,3,20,0.0,9,0.0,9.97,4.0,132.3,35.81,1,0.0,94.38,2,542.3,2038,0,30.0,1,0,0,0,0,0,0,0,0,0
3,54.0,14.0,145917.88,8,5,5,2.0,13,14.0,6.22,7.0,500.24,27.92,1,127.57,633.97,4,746.14,1272,1,21.0,0,0,0,0,0,0,0,0,1,1
4,25.0,15.0,14180.48,6,7,21,6.0,49,16.0,27.69,11.0,3229.56,31.55,2,75.9,46.48,5,279.14,8148,0,13.0,0,1,1,0,0,1,0,0,1,1
2,30.0,1.0,61476.93,6,6,22,5.0,35,24.0,7.82,14.0,3322.38,28.85,2,212.56,312.43,6,259.02,456,0,8.0,0,1,1,0,0,1,1,0,0,0
4,41.0,13.0,115494.2,1,3,9,2.0,7,3.0,1.78,2.0,1335.24,41.43,1,106.58,396.88,4,713.09,11635,1,25.0,0,0,0,0,1,0,0,0,1,0
2,27.0,6.0,47013.78,3,5,10,7.0,23,15.0,14.09,13.0,23.64,29.46,2,255.61,309.51,6,92.76,10157,0,9.0,0,0,1,1,0,1,1,0,0,1
2,31.0,15.0,28952.76,7,9,21,8.0,45,27.0,2.46,16.0,2717.85,31.09,2,155.78,269.21,6,98.88,2986,0,1.0,0,0,1,1,0,0,1,0,1,0
1,52.0,13.0,113368.23,2,1,9,0.0,2,11.0,6.51,1.0,488.13,35.75,1,0.0,218.4,1,948.13,11266,1,28.0,1,0,0,0,0,0,0,0,0,0
2,23.0,1.0,38655.1,5,7,5,4.0,9,0.0,1.22,4.0,1295.1,30.53,1,363.01,,1,431.21,8163,1,30.0,0,0,0,0,0,1,1,0,0,0
4,18.0,13.0,25122.47,4,4,16,4.0,12,17.0,19.68,9.0,1247.63,31.92,0,62.48,110.64,5,292.93,12266,0,29.0,0,1,0,0,1,0,0,1,0,0
1,31.0,13.0,106520.68,4,4,13,2.0,8,16.0,12.39,8.0,653.6,35.98,2,98.34,861.66,5,198.98,8092,0,15.0,0,0,0,0,1,1,0,0,0,0
4,39.0,15.0,40085.46,6,6,18,5.0,45,18.0,1.97,17.0,2343.0,29.13,0,6509.0,234.34,4,239.09,5970,0,19.0,0,1,0,1,0,0,0,1,0,1
3,41.0,7.0,34945.16,7,6,21,5.0,25,15.0,13.45,13.0,2077.81,31.15,2,140.12,104.0,5,340.19,6399,0,,0,1,0,1,0,1,1,0,0,0
2,26.0,5.0,83210.28,4,7,17,2.0,8,0.0,15.5,8.0,1001.02,26.77,2,122.01,185.13,4,667.98,8098,0,16.0,0,1,0,0,1,0,0,0,0,0
3,24.0,4.0,24713.49,3,3,17,0.0,24,8.0,2.78,8.0,106.33,27.16,2,0.0,87.58,3,377.37,3845,0,33.0,1,0,0,0,0,0,0,0,0,0
3,21.0,15.0,32412.72,9,6,32,9.0,40,23.0,2.99,12.0,3632.05,30.43,2,163.07,0.0,4,219.0,7269,0,10.0,0,1,0,1,1,0,1,1,0,1
1,53.0,11.0,105870.6,7,3,5,4.0,23,14.0,3.98,7.0,1174.48,32.96,2,205.65,736.99,6,223.72,5367,0,24.0,0,0,0,1,0,0,1,0,1,1
4,43.0,1.0,20774.34,6,6,25,3.0,8,8.0,19.93,11.0,1822.87,33.75,2,37.09,116.29,4,286.85,2202,0,8.0,0,0,0,0,0,0,0,0,1,1
3,39.0,1.0,10418.04,9,6,18,6.0,31,17.0,16.66,14.0,3599.97,24.36,2,27.59,132.29,6,229.53,1485,0,9.0,0,1,1,1,0,1,0,0,1,0
3,38.0,5.0,104168.22,3,5,14,0.0,27,15.0,9.97,7.0,39.68,28.21,0,0.0,0.0,2,868.06,3236,0,22.0,1,0,0,0,0,0,0,0,0,0
2,34.0,2.0,73348.2,7,7,12,2.0,29,16.0,3.6,5.0,870.47,31.86,1,119.26,164.74,2,556.83,3138,1,24.0,0,0,0,0,0,0,1,0,0,1
3,24.0,9.0,19731.2,7,7,2913,0.0,16,16.0,1.53,5.0,424.32,27.74,1,0.0,200.5,6,240.43,2584,0,17.0,1,0,0,0,0,0,0,0,0,0
2,33.0,14.0,82183.34,4,1,11,4.0,15,1.0,4.05,5.0,1421.54,41.4,1,756.88,245.76,2,429.26,7819,1,20.0,0,0,1,0,0,0,1,1,1,0
2,40.0,11.0,136812.04,2,6,12,2.0,12,3.0,12.91,4.0,793.87,37.93,1,165.48,209.11,2,1032.61,5642,1,28.0,0,0,0,0,0,1,1,0,0,0
3,42.0,3.0,12162.06,5,7,13,3.0,18,10.0,10.84,4.0,1179.95,33.57,2,27.81,49.69,3,263.06,5912,0,30.0,0,1,0,0,1,0,0,1,0,0
4,35.0,7.0,14075.83,7,10,19,5.0,20,23.0,17.14,17.0,1333.74,36.91,0,31.01,0.0,6,257.07,4417,0,14.0,0,0,1,0,0,0,1,0,0,1
3,25.0,11.0,48331.59,7,9,32,6.0,59,22.0,15.7,12.0,3465.91,33.91,2,457.04,154.41,3,356.93,2425,0,12.0,0,1,0,1,0,0,1,1,0,1
3,25.0,10.0,18225.38,8,9,19,8.0,34,21.0,17.2,16.0,2652.19,28.37,2,71.83,156.45,6,210.5,10562,0,13.0,0,0,1,1,0,1,0,1,0,1
1,51.0,3.0,41983.29,2,3,4,3.0,22,7.0,10.45,7.0,1058.68,33.79,1,100.02,152.54,3,346.4,1428,1,25.0,0,0,1,1,0,0,0,1,0,0
1,27.0,10.0,32835.91,1,3,1,0.0,16,4.0,11.27,3.0,671.88,36.25,1,0.0,84.93,3,425.0,5487,1,20.0,1,0,0,0,0,0,0,0,0,0
1,40.0,6.0,103744.83,6,6,18,3.0,26,18.0,0.78,6.0,484.98,30.15,1,160.97,230.48,2,698.39,4893,0,27.0,0,0,0,1,0,0,1,1,0,0
2,41.0,12.0,18314.09,6,6,34,4.0,19,7.0,12.5,6.0,1865.26,35.81,2,38.43,144.0,4,265.49,6763,0,11.0,0,1,1,1,0,1,0,0,0,0
2,33.0,3.0,13207.76,7,5,9,4.0,18,13.0,15.15,12.0,780.74,22.9,2,37.78,44.42,3,260.06,8012,0,19.0,0,0,0,1,1,0,0,1,0,1
2,55.0,12.0,33720.51,7,4,16,2.0,18,19.0,9.47,6.0,583.96,31.38,2,43.61,121.83,3,362.36,1217,0,33.0,0,0,0,0,1,0,0,0,1,0
2,27.0,10.0,9127.26,7,9,26,2.0,37,24.0,1.65,17.0,1399.89,30.76,2,12.88,0.0,1,319.72,2522,0,9.0,0,0,0,1,0,0,1,0,0,0
3,23.0,10.0,28491.46,9,7,25,7.0,46,24.0,16.6,,3603.74,35.08,2,127.88,85.4,6,304.05,9230,0,7.0,0,1,0,0,0,1,0,0,1,1
4,56.0,7.0,44034.82,2,5,10,3.0,0,14.0,9.33,7.0,670.05,26.85,1,97.76,118.62,2,390.48,846,1,33.0,0,0,0,0,1,1,0,0,1,0
1,33.0,12.0,134341.05,1,3,9,2.0,3,10.0,9.86,4.0,408.12,41.46,1,186.94,141.96,2,1032.7,5891,1,15.0,0,0,0,0,1,0,0,1,0,0
4,41.0,5.0,17594.02,0,3,11,0.0,2,7.0,1.52,5.0,576.75,28.22,0,171.73,151.25,4,284.47,4851,1,28.0,1,0,0,0,0,0,0,0,0,0
3,43.0,15.0,127614.78,5,6,7,4.0,6,10.0,-0.1,4.0,1264.42,24.83,1,326.71,241.74,2,722.51,3712,1,26.0,0,0,1,0,0,0,0,1,1,0
3,42.0,3.0,82154.92,6,5,34,6.0,20,15.0,22.75,7.0,4726.13,30.09,2,238.37,533.0,5,183.95,11932,0,3.0,0,0,1,1,0,1,0,1,0,1
3,43.0,4.0,56366.58,5,3,20,2.0,11,20.0,19.93,7.0,327.8,33.28,0,65.36,177.18,2,497.18,5415,0,24.0,0,0,0,0,0,1,0,1,0,0
2,42.0,12.0,39649.74,5,3,5,0.0,15,9.0,1.47,7.0,1338.65,28.58,1,0.0,143.68,5,444.13,11584,1,22.0,1,0,0,0,0,0,0,0,0,0
2,26.0,3.0,81566.25,7,6,12,3.0,15,11.0,6.27,5.0,231.16,28.21,1,136.23,56.59,1,750.8,10778,1,30.0,0,0,1,1,0,0,0,0,1,0
3,24.0,8.0,59868.93,4,7,9,4.0,8,11.0,6.09,4.0,417.72,34.86,1,104.62,217.23,4,459.26,12285,1,29.0,0,0,1,0,1,1,1,0,0,0
3,21.0,7.0,66022.26,1,4,12,3.0,0,10.0,10.47,7.0,984.03,29.59,1,94.5,102.01,1,581.78,3775,1,25.0,0,0,0,0,0,1,0,1,0,0
3,21.0,7.0,81793.56,6,7,19,3.0,5,17.0,6.47,,1208.29,38.71,2,124.46,475.02,4,347.44,2558,0,30.0,0,1,0,0,1,0,0,0,0,0
3,36.0,8.0,72849.56,3,3,12,6.0,21,20.0,15.07,9.0,965.85,27.79,2,230.47,88.14,1,533.26,2340,0,9.0,0,1,0,0,0,0,0,1,1,0
2,19.0,4.0,19135.06,6,6,29,8.0,40,21.0,27.43,14.0,4188.88,38.84,2,95.29,24.01,2,296.96,10514,0,8.0,0,1,0,1,1,0,0,1,1,1
2,36.0,15.0,40602.72,4,6,14,3.0,11,11.0,8.08,7.0,1314.56,33.09,1,96.2,37.13,2,434.42,1123,0,30.0,0,0,1,1,0,0,1,0,0,0
2,36.0,4.0,37485.37,5,6,1,0.0,8,4.0,4.79,4.0,339.17,36.91,0,0.0,60.17,1,514.11,4937,1,18.0,1,0,0,0,0,0,0,0,0,0
3,53.0,3.0,84402.42,3,3,4,3.0,12,2.0,1.17,0.0,969.98,29.6,1,176.06,84.94,1,683.46,9015,1,33.0,0,0,0,1,1,1,0,0,0,0
1,28.0,3.0,8171.11,7,6,16,3.0,16,21.0,2.64,9.0,1739.92,31.84,2,14.57,46.59,6,317.54,7989,0,12.0,0,0,0,0,0,0,0,0,1,1
4,41.0,2.0,17663.54,0,3,3,1.0,1,11.0,4.39,6.0,1327.57,39.29,1,83.59,130.47,6,325.7,10723,1,18.0,0,1,0,0,0,0,0,0,0,0
1,44.0,5.0,20313.63,9,5,30,7.0,52,25.0,9.73,11.0,4005.23,25.73,0,97.5,16.27,1,310.41,11280,0,11.0,0,1,1,1,1,0,0,0,1,0
1,38.0,9.0,39641.54,10,211,25,6.0,61,13.0,1.54,8.0,2258.73,32.78,2,172.38,159.88,6,258.48,30,0,9.0,0,1,0,1,0,1,0,1,0,1
4,26.0,15.0,45834.57,7,7,19,2.0,9,15.0,17.07,8.0,2482.46,37.91,2,54.29,178.95,6,438.41,4609,0,16.0,0,0,0,0,0,1,0,0,0,1
3,18.0,6.0,28102.06,9,9,30,6.0,28,21.0,21.14,15.0,3240.55,38.31,2,114.26,,3,233.04,11837,0,4.0,0,0,1,0,1,1,1,0,0,0
1,29.0,1.0,40646.19,3,7,6,0.0,15,4.0,4.77,8.0,534.4,26.83,1,0.0,43.24,2,534.37,11014,1,22.0,1,0,0,0,0,0,0,0,0,0
3,40.0,6.0,69779.8,3,6,12,5.0,27,10.0,13.99,7.0,2349.79,34.96,0,254.97,211.17,2,353.46,4588,0,15.0,0,0,1,0,0,1,0,0,1,0
4,49.0,4.0,30804.39,2,5,3,4.0,2,7.0,0.54,5.0,884.38,35.66,1,80.72,247.12,6,206.97,7751,1,33.0,0,1,0,0,0,0,0,1,1,0
1,25.0,1.0,54843.69,6,7,32,9.0,53,22.0,17.83,8.0,4896.0,27.97,2,312.26,0.0,4,120.87,3961,0,9.0,0,1,1,1,0,0,0,1,1,1
4,41.0,14.0,26523.72,5,3,6,5.0,23,17.0,11.68,8.0,368.29,33.17,2,63.98,92.32,3,295.23,7230,0,18.0,0,1,0,0,0,0,0,1,1,1
4,19.0,10.0,68917.94,5,2,11,0.0,5,10.0,-4.81,7.0,1263.18,27.56,1,0.0,116.23,3,693.59,8059,1,18.0,1,0,0,0,0,0,0,0,0,0
3,43.0,7.0,70078.82,7,6,13,2.0,10,10.0,1.25,4.0,1169.99,26.96,1,71.67,215.9,2,535.22,1736,0,24.0,0,0,0,1,0,0,0,1,0,0
1,49.0,11.0,14180.94,4,6,8,0.0,2,10.0,10.55,5.0,1019.14,39.25,1,0.0,93.11,5,304.16,10244,1,30.0,1,0,0,0,0,0,0,0,0,0
2,22.0,4.0,22433.46,4,3,11,1.0,-2,4.0,4.73,4.0,1078.38,25.65,1,101.54,106.94,5,322.08,10369,1,28.0,0,0,0,0,0,0,0,1,0,0
4,54.0,7.0,49962.42,7,7,15,3.0,25,19.0,3.71,6.0,1175.81,36.85,0,67.46,99.03,1,474.26,6054,0,32.0,0,0,1,0,0,1,1,0,0,0
1,21.0,5.0,60381.32,4,3,15,4.0,26,15.0,5.72,4.0,1311.32,37.88,2,170.26,0.0,3,349.46,10080,0,17.0,0,0,1,0,0,0,1,1,0,0
3,45.0,5.0,40894.22,5,5,11,0.0,5,0.0,3.07,4.0,1243.45,28.36,1,0.0,127.53,3,454.66,4647,1,33.0,1,0,0,0,0,0,0,0,0,0
2,53.0,5.0,44330.2,4,3,9,1.0,5,-2.0,10.02,1320.0,1483.39,31.27,1,20.27,152.8,5,481.35,9760,1,21.0,0,0,0,0,0,1,0,0,0,0
2,29.0,10.0,68667.56,7,6,21,3.0,26,0.0,15.03,7.0,1384.94,29.36,2,146.83,266.35,4,449.75,1662,0,9.0,0,0,0,0,1,0,0,0,0,1
1,51.0,8.0,13395.25,5,4,9,2.0,23,0.0,8.3,4.0,330.51,24.2,1,19.6,43.68,6,345.85,11511,1,22.0,0,0,0,1,0,0,0,1,0,0
1,20.0,14.0,66061.04,6,5,22,3.0,27,22.0,4.92,17.0,1801.38,39.02,2,100.8,76.05,2,649.36,6218,0,12.0,0,1,0,0,0,1,0,0,1,0
1,20.0,10.0,17414.3,3,7,34,5.0,25,11.0,15.92,9.0,2500.7,38.42,0,61.17,72.78,5,274.57,4385,0,15.0,0,1,0,1,0,1,0,0,1,0
3,19.0,9.0,57302.3,3,5,12,0.0,3,3.0,10.67,4.0,502.73,38.56,1,604.68,167.97,2,532.15,4251,1,27.0,1,0,0,0,0,0,0,0,0,0
3,21.0,11.0,70981.16,8,9,25,7.0,38,21.0,4.91,9.0,4529.63,38.41,2,213.52,308.63,6,358.76,3893,0,2.0,0,1,1,1,0,1,0,1,0,0
2,33.0,11.0,26520.9,8,4,15,4.0,20,10.0,20.63,5.0,1182.19,31.21,0,57.14,0.0,6,343.04,11410,0,20.0,0,1,0,1,0,1,0,0,1,0
1,35.0,7.0,17773.78,3,1,2,2.0,5,0.0,4.57,4.0,730.73,27.21,1,28.24,91.14,4,289.43,4711,1,26.0,0,0,0,1,1,0,0,0,0,0
3,31.0,5.0,39418.47,5,4,1,3.0,5,0.0,5.56,2.0,517.87,30.08,1,69.73,350.06,6,180.2,4752,1,29.0,0,0,0,0,1,1,0,0,1,0
3,42.0,6.0,88045.8,5,4,19,4.0,17,16.0,12.57,6.0,262.3,37.37,2,39186.0,183.8,2,508.44,10580,0,22.0,0,0,0,0,1,0,1,0,0,1
2,20.0,11.0,54889.92,6,3,17,6.0,24,8.0,16.48,5.0,1603.48,40.61,2,147.05,64.87,1,479.3,3727,0,12.0,0,0,0,0,1,1,0,1,0,1
2,30.0,13.0,20091.86,7,7,30,5.0,44,25.0,8.85,14.0,2509.78,33.51,2,72.8,92.55,5,296.38,11558,0,9.0,0,0,1,0,1,1,0,1,0,0
1,20.0,9.0,7477136.0,0,5,7,1.0,13,3.0,11.42,2.0,71.52,36.42,1,27.65,46.65,1,652.79,183,1,33.0,0,0,0,0,0,0,0,1,0,0
1,35.0,13.0,10322.13,5,4,10,2.0,19,11.0,18.48,7.0,2223.56,34.6,2,96.15,55.55,3,305.16,4694,0,6.0,0,0,0,0,0,0,1,1,0,0
4,31.0,4.0,48644.8,6,6,5,4.0,7,0.0,4.12,5.0,539.35,39.65,1,121.56,363.18,6,219.53,6899,0,32.0,0,0,1,1,0,1,0,0,0,0
1,53.0,4.0,113196.54,2,3,1661,0.0,16,6.0,3.43,5.0,305.03,33.14,1,0.0,75.74,1,1131.47,6675,1,21.0,1,0,0,0,0,0,0,0,0,0
2,39.0,,17046.75,7,5,25,5.0,49,27.0,24.59,7.0,3487.3,29.8,2,51.69,135.15,6,257.62,6474,0,2.0,0,1,1,0,0,1,0,0,1,0
4,19.0,7.0,34315.71,4,4,19,2.0,20,0.0,10.36,8.0,24.75,34.29,2,37.61,212.65,6,341.6,7022,0,16.0,0,0,0,1,1,0,0,0,0,0
4,52.0,10.0,33346.92,5,3,1,0.0,9,8.0,3.82,1.0,396.63,34.48,1,301.91,297.67,5,282.12,7791,1,16.0,1,0,0,0,0,0,0,0,0,0
4,51.0,4.0,24667.16,8,6,16,3.0,10,15.0,19.93,5.0,722.02,29.43,2,49.24,188.2,4,261.02,966,0,20.0,0,0,0,1,1,1,0,0,0,0
4,47.0,12.0,84378.96,6,4,8,2.0,3,5.0,10.95,,37.11,42.86,1,122.68,142.58,1,689.0,4488,1,24.0,0,0,0,1,0,0,1,0,0,0
4,31.0,9.0,109122.21,3,6,3,3.0,12,12.0,7.32,6.0,1189.51,28.41,1,199.72,694.85,4,264.98,2071,1,28.0,0,1,1,0,1,0,0,0,0,0
1,32.0,10.0,59393.36,8,5,15,0.0,2,16.0,19.61,9.0,1046.68,39.76,2,0.0,170.31,4,586.73,5398,0,21.0,1,0,0,0,0,0,0,0,0,0
2,24.0,1.0,83330.32,10,5,33,9.0,19,17.0,4.05,12.0,1538.13,25.96,2,342.24,148.5,3,492.77,1152,0,18.0,0,0,0,1,1,0,1,1,1,0
4,34.0,2.0,31641.76,5,2,3,0.0,2,7.0,8.06,5.0,1277.7,37.42,1,0.0,282.7,6,246.19,4493,1,18.0,1,0,0,0,0,0,0,0,0,0
2,40.0,15.0,18122.37,3,4,7,6.0,10,15.0,22.33,7.0,2686.5,30.85,2,76.14,152.38,6,240.9,2183,0,16.0,0,1,0,1,0,1,1,0,0,1
1,26.0,5.0,21613.57,4,7,18,7.0,21,14.0,18.42,5.0,878.38,30.13,2,99.97,69.69,4,271.95,4550,0,14.0,0,0,0,1,1,0,1,1,1,1
3,37.0,2.0,128141.19,4,4,3,2.0,8,10.0,14.42,1.0,198.77,31.73,1,121.58,738.14,3,481.53,3760,1,29.0,0,0,1,0,0,0,1,0,0,0
3,34.0,1.0,19810.74,1,4,11,3.0,1,0.0,2.47,4.0,227.12,34.94,1,40.6,193.44,6,206.65,9616,1,22.0,0,1,0,0,0,0,0,1,1,0
1,26.0,1.0,8137.62,8,6,34,8.0,35,21.0,17.53,6.0,3938.7,35.12,2,53.34,0.0,6,262.41,11718,0,2.0,0,0,0,1,1,1,1,0,1,0
4,41.0,14.0,44740.76,3,5,11,0.0,23,20.0,-6.45,2.0,435.21,39.32,1,0.0,171.41,3,489.53,11684,1,26.0,1,0,0,0,0,0,0,0,0,0
2,21.0,2.0,34977.92,6,4,3,4.0,5,0.0,4.29,4.0,992.64,38.58,1,95.27,54.95,1,356.86,11092,1,18.0,0,0,1,1,0,0,0,1,1,0
2,30.0,4.0,13672.2,7,5,13,1.0,28,19.0,12.12,8.0,1419.68,38.08,2,10.26,77.57,5,311.21,12054,0,33.0,0,1,0,0,0,0,0,0,0,0
4,26.0,15.0,41048.83,4,6,11,4.0,14,4.0,4.23,6.0,1082.8,29.23,0,110.7,0.0,2,415.6,9037,1,23.0,0,0,0,0,1,0,0,1,0,0
3,55.0,11.0,36966.76,5,3,13,0.0,13,20.0,8.42,8.0,1188.75,24.43,1,0.0,172.98,3,374.57,8116,0,22.0,1,0,0,0,0,0,0,0,0,0
2,53.0,6.0,17838895.0,5,2,1,2.0,0,6.0,3.72,5.0,1304.38,37.24,1,72.95,147.7,2,581.37,5713,1,24.0,0,0,0,0,1,0,0,0,0,0
3,20.0,13.0,43279.04,2,6,5,4.0,4,11.0,2.57,1.0,363.33,26.62,1,103.19,56.77,2,420.9,4278,1,23.0,0,0,0,0,0,1,1,0,0,1
2,18.0,15.0,61266.63,4,6,15,2.0,16,10.0,12.45,12.0,570.58,29.19,2,74.69,139.6,5,595.36,4510,0,10.0,0,0,0,1,0,1,0,0,0,0
3,38.0,6.0,71830.0,6,5,25,8.0,43,26.0,21.91,7.0,2952.58,29.16,2,405.07,197.98,2,229.93,7277,0,11.0,0,1,1,0,1,1,0,1,0,1
1,34.0,5.0,26625.58,6,6,9,6.0,12,11.0,18.59,4.0,1317.79,36.23,2,40883.0,123.72,3,229.83,3264,0,11.0,0,1,1,0,0,0,1,0,0,0
1,44.0,6.0,52487.14,7,5,8,3.0,8,22.0,5.09,4.0,1132.46,34.79,2,103.12,479.02,6,121.35,11320,0,17.0,0,0,0,1,1,0,1,0,0,0
1,23.0,9.0,32720.38,10,9,24,4.0,36,19.0,6.77,6.0,2276.35,32.04,2,75.9,255.77,6,256.11,2665,0,7.0,0,0,1,0,0,0,0,1,1,1
1,22.0,5.0,53085.12,8,8,15,3.0,53,13.0,11.95,17.0,2144.33,35.87,2,411.06,88.09,1,444.29,3722,0,14.0,0,1,0,0,0,1,0,1,0,0
4,42.0,10.0,13986.84,6,3,15,2.0,5,15.0,9.21,6.0,482.88,33.16,1,20.53,92.87,6,317.76,5228,0,16.0,0,0,0,1,0,0,0,0,0,0
4,54.0,9.0,17902.54,3,6,1,0.0,13,1.0,8.87,5.0,1289.22,37.03,1,0.0,114.87,3,312.12,2899,1,24.0,1,0,0,0,0,0,0,0,0,0
4,39.0,14.0,122730.72,8,5,17,4.0,30,0.0,12.08,12.0,1040.93,32.39,2,290.65,360.95,5,628.45,12017,0,17.0,0,0,0,0,1,1,0,1,0,1
3,55.0,9.0,84094.1,0,2,3,3.0,1,15.0,11.12,4.0,554.82,26.72,1,185.23,146.16,2,606.09,2710,1,23.0,0,0,0,1,0,0,0,0,1,1
4,54.0,3.0,138806.88,6,6,8,0.0,10,11.0,6.78,3.0,448.22,31.1,2,0.0,130.97,1,1275.16,5664,0,33.0,1,0,0,0,0,0,0,0,0,0
1,43.0,1.0,20492.45,0,7,2,1.0,13,4.0,11.69,4.0,429.71,27.19,1,13.24,0.0,1,369.25,536,1,26.0,0,0,0,0,0,1,0,0,0,0
3,45.0,8.0,19547.06,3,2,8,3.0,13,12.0,5.14,5.0,824.36,24.5,1,46.36,48.9,4,323.43,3397,1,32.0,0,0,1,0,0,1,0,0,0,1
2,56.0,4.0,22133.01,5,6,5,0.0,18,9.0,5.64,6.0,1071.74,25.72,1,0.0,153.29,6,295.06,5917,0,19.0,1,0,0,0,0,0,0,0,0,0
4,36.0,5.0,137672.12,6,7,7,2.0,23,8.0,18.2,8.0,43.56,36.13,0,169.56,0.0,5,99.59,12184,0,31.0,0,0,0,0,0,0,0,0,0,1
